GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
263,1016.47,2531.48,3092.08,325.6,174.31,-146.5,-2187.46,-17942.44,908.47,10996.32,-4144.0,134.85,-1231.67,-4009.15,-5240.82
265,1030.97,2521.76,3061.34,302.33,150.7,-117.19,-2191.49,-17938.59,936.28,10998.59,-4195.0,137.24,-1245.3,-4057.76,-5303.06
267,1056.84,2505.0,3034.72,315.45,170.84,-135.5,-2178.61,-17757.47,935.41,10917.62,-4302.39,139.0,-1135.7,-4163.39,-5299.09
269,1065.83,2544.58,3039.12,306.89,169.78,-129.8,-2188.58,-17803.16,904.97,10879.1,-4279.31,136.66,-1211.28,-4142.65,-5353.93
271,1044.99,2537.94,3049.36,326.46,152.05,-144.89,-2247.49,-17806.9,927.58,10994.08,-4275.94,135.28,-1166.84,-4140.66,-5307.5
273,1033.58,2490.93,3033.13,303.67,172.36,-116.85,-2146.68,-17675.27,941.68,10911.71,-4373.55,138.67,-1051.73,-4234.87,-5286.61
275,1078.76,2502.37,3019.01,317.21,159.44,-145.21,-2174.94,-17755.0,938.57,10971.74,-4314.51,138.1,-1088.05,-4176.41,-5264.47
277,1043.73,2565.97,3038.46,312.12,173.91,-135.79,-2188.04,-17707.84,930.04,10925.08,-4328.63,136.67,-1042.37,-4191.96,-5234.33
279,1030.54,2499.35,3070.28,315.05,171.35,-150.7,-2207.31,-17583.12,904.02,10849.5,-4371.47,136.76,-1101.03,-4234.7,-5335.73
281,1096.65,2532.24,3088.27,318.99,158.61,-128.51,-2225.93,-17815.0,916.82,10932.55,-4226.0,136.93,-1125.32,-4089.07,-5214.39
283,1026.06,2493.96,3046.06,315.7,148.69,-126.01,-2173.02,-17888.44,908.03,10954.01,-4225.15,138.76,-1294.95,-4086.39,-5381.35
285,1075.12,2559.23,3056.12,313.19,157.93,-110.28,-2221.2,-17730.97,913.33,10905.49,-4315.17,135.95,-1082.05,-4179.22,-5261.27
287,1052.98,2532.41,3064.34,320.47,155.17,-129.72,-2212.34,-17815.67,929.78,10926.06,-4223.74,133.46,-1176.52,-4090.28,-5266.8
289,1075.75,2536.89,3026.07,317.81,162.49,-130.65,-2183.4,-17823.58,917.72,10879.25,-4207.44,134.59,-1221.65,-4072.85,-5294.5
291,1014.09,2514.04,3088.1,309.79,158.54,-138.27,-2199.76,-17803.31,903.23,10912.05,-4241.29,137.49,-1241.52,-4103.8,-5345.32
