GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
647,1045.07,2572.13,3115.77,310.03,168.62,-143.82,-2215.0,-18406.53,941.9,11140.33,-3998.15,136.01,-1471.51,-3862.14,-5333.66
649,1031.93,2494.71,3116.45,302.12,166.86,-136.62,-2214.52,-18421.09,960.19,11262.04,-4080.82,137.81,-1437.93,-3943.01,-5380.95
651,1060.5,2499.9,3065.37,312.85,164.49,-119.69,-2219.11,-18336.6,972.44,11170.91,-4091.09,137.31,-1428.94,-3953.78,-5382.72
653,1073.57,2491.95,3082.79,312.43,166.19,-111.33,-2233.76,-18443.01,966.3,11271.15,-4038.39,134.17,-1423.7,-3904.22,-5327.92
655,1061.96,2523.6,3062.7,309.35,147.48,-132.24,-2165.28,-18297.67,965.51,11066.64,-4054.11,139.03,-1457.95,-3915.08,-5373.03
657,1087.18,2503.05,3080.07,306.86,170.05,-135.22,-2184.84,-18287.48,950.44,11206.51,-4128.49,136.22,-1303.37,-3992.27,-5295.64
659,1060.52,2502.49,3047.54,307.53,157.2,-130.87,-2202.94,-18319.44,955.13,11100.19,-4038.71,132.77,-1522.65,-3905.94,-5428.59
661,1069.88,2490.06,3091.15,305.69,166.08,-142.5,-2156.34,-18204.65,960.25,11146.24,-4205.69,136.73,-1274.13,-4068.96,-5343.08
663,1022.92,2617.98,3086.06,311.04,154.57,-110.38,-2219.23,-17994.26,953.14,11122.04,-4314.28,135.96,-1056.11,-4178.32,-5234.43
665,1032.53,2468.84,3110.05,310.99,152.87,-124.6,-2176.22,-17937.9,957.32,11177.04,-4397.38,140.55,-1029.08,-4256.83,-5285.91
667,1056.4,2583.22,3104.44,308.49,147.83,-132.44,-2169.08,-18054.62,943.74,11117.8,-4336.49,141.57,-1094.23,-4194.92,-5289.15
669,1089.94,2535.92,3106.47,305.87,154.89,-114.88,-2138.7,-18306.54,954.76,11107.0,-4084.37,139.82,-1305.25,-3944.55,-5249.79
671,1059.5,2522.57,3094.07,314.5,165.1,-117.85,-2155.08,-18359.59,934.67,11213.75,-4139.23,138.94,-1328.37,-4000.29,-5328.66
673,1068.39,2532.35,3059.71,326.27,155.86,-114.44,-2188.35,-18379.17,958.53,11169.63,-4101.26,135.37,-1411.23,-3965.9,-5377.13
675,1024.01,2512.29,3069.43,316.08,158.04,-123.21,-2191.88,-18242.69,952.06,11309.48,-4239.07,137.8,-1216.39,-4101.27,-5317.66
677,1056.07,2486.13,3102.77,305.1,166.06,-126.02,-2209.27,-18220.34,944.38,11216.71,-4198.22,133.92,-1278.41,-4064.3,-5342.71
679,1065.97,2461.51,3063.28,312.1,170.46,-116.2,-2210.36,-18358.76,942.04,11292.47,-4115.71,135.76,-1377.48,-3979.95,-5357.43
681,1075.8,2479.84,3086.78,308.74,150.87,-155.83,-2199.69,-18270.86,960.97,11180.32,-4137.29,136.36,-1383.04,-4000.93,-5383.97
683,1100.9,2529.88,3094.47,308.79,159.23,-134.36,-2186.44,-18080.28,960.19,11086.77,-4277.01,139.81,-1160.86,-4137.2,-5298.06
685,1076.28,2567.54,3101.36,311.78,163.99,-139.6,-2234.14,-17992.25,956.24,11148.81,-4354.4,135.82,-1039.99,-4218.58,-5258.57
687,1067.44,2580.11,3102.4,303.77,166.64,-146.82,-2191.07,-18058.01,944.29,11167.33,-4373.11,138.17,-1063.92,-4234.94,-5298.86
689,1075.76,2509.92,3059.67,310.81,162.61,-138.88,-2226.54,-18036.52,973.37,11233.93,-4391.63,138.94,-1075.88,-4252.69,-5328.57
691,1082.52,2615.98,3116.29,320.13,157.17,-133.47,-2249.29,-18018.22,938.0,11155.16,-4372.42,136.17,-1015.72,-4236.25,-5251.97
693,1048.38,2545.05,3113.35,303.09,155.93,-130.6,-2267.35,-18078.17,942.17,11218.29,-4317.07,134.23,-1149.86,-4182.84,-5332.69
695,1017.3,2476.31,3101.6,304.04,162.48,-119.4,-2218.01,-18136.48,965.09,11188.03,-4286.42,137.22,-1259.05,-4149.21,-5408.26
697,1121.78,2571.96,3114.03,322.0,178.92,-108.66,-2172.9,-18285.19,954.9,11130.51,-4166.36,137.22,-1172.67,-4029.13,-5201.8
699,1073.04,2543.86,3054.82,308.42,164.79,-150.34,-2215.6,-18140.32,948.02,11174.01,-4255.93,138.01,-1239.31,-4117.92,-5357.23
701,1161.31,2554.89,3096.81,318.38,159.05,-118.88,-2217.77,-18266.41,932.31,11167.09,-4154.08,136.46,-1213.22,-4017.62,-5230.84
703,1102.38,2551.64,3115.69,314.89,162.0,-130.55,-2218.7,-18133.42,945.47,11224.72,-4323.29,138.66,-1065.9,-4184.63,-5250.53
705,1107.36,2531.45,3083.04,317.8,157.54,-132.96,-2232.73,-18275.13,941.82,11192.02,-4157.96,138.25,-1309.79,-4019.71,-5329.5
707,1061.25,2545.37,3066.18,318.87,154.09,-136.81,-2198.73,-18237.22,947.98,11270.32,-4267.56,139.6,-1208.69,-4127.96,-5336.66
709,1047.89,2519.16,3059.08,304.99,152.66,-132.24,-2223.91,-18110.89,968.09,11273.74,-4369.54,138.1,-1141.44,-4231.43,-5372.88
711,1060.07,2491.98,3129.99,312.03,170.59,-124.81,-2228.22,-18190.87,944.53,11275.11,-4290.93,137.19,-1159.59,-4153.74,-5313.33
